firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
259 2013 1 0.2941 0.455 1.1631 14.3858 0.0205 0.8326 1.1033 0.7543 0.0499 0.1707 0.0274 3.7842 0.4167
259 2014 1 0.026 0.1565 1.3358 14.5295 0.0207 0.8297 1.1062 0.7908 0.0417 0 0.0245 3.8067 0.175
259 2015 1 0.732 0.0459 0.9477 14.584 0.0109 0.8246 1.11 0.5574 0.0376 0 0.0222 3.8286 0.4629
259 2016 1 0.7361 -0.1919 1.7143 14.5776 0.0126 0.8748 1.0172 1.6279 0.0119 0 0.0203 3.8501 0.2432
260 2009 1 0.0725 -0.01 1.1525 13.5327 0.0329 0.6033 1.1426 0.3467 0.1448 0.1571 0.2433 3.912 0.0119
260 2010 1 0.0159 0.1048 1.2513 13.9327 0.0715 0.7237 1.0078 0.3714 0.0993 0.0855 0.2314 3.9318 0.0255
260 2011 1 0.9706 0.3023 1.3097 14.0767 0.0683 0.8472 0.8155 0.0154 0.016 0 0.2725 3.9512 0.0133
260 2012 0 -4.6907 0.0944 1.4139 14.171 0.0449 0.8905 0.8025 -0.2495 -0.0272 0 0.249 3.9703 0.2523
260 2013 1 6.2314 0.213 1.5268 14.2777 0.0405 0.8722 0.8549 0.0377 0.0387 0.0391 0.2295 3.989 0.4361
260 2014 1 0.3914 0.3095 1.2351 14.6973 0.021 0.9026 0.8375 0.1701 0.0144 0.1288 0.2507 4.0073 0.1945
260 2015 0 0.6558 0.2 1.1278 15.0867 0.0175 0.6941 0.706 0.1032 0.0267 0 0.4943 4.0254 0.3242
260 2016 1 1.2405 0.1548 1.1602 15.2135 0.0167 0.7228 0.6544 6.7169 0.0083 0.2143 0.5121 4.0431 0.4367
261 2009 1 1.1503 -0.2134 0.9591 12.1306 0.0699 0.5676 1.3653 0.1539 0.0159 0 0.2228 2.6391 0.0372
261 2010 1 0.089 0.1302 0.9508 12.3054 0.0662 0.6418 1.0779 0.1403 0.0151 0 0.1648 2.7081 0.1859
261 2011 1 0.4916 0.136 0.6286 12.8117 0.0398 0.3971 1.0393 0.0699 0.0188 0 0.452 2.7726 0.1533
261 2012 1 1.0724 0.8522 0.5864 13.2215 0.0839 0.4105 1.3329 0.182 0.0911 0.0482 0.406 2.8332 0.3585
261 2013 1 0.8782 0.2653 1.8739 13.3354 0.0794 0.3858 1.5022 0.2907 0.1077 0.0571 0.3376 2.8904 1.0039
261 2014 1 0.7191 -0.041 0.8832 13.3802 0.0602 0.4068 1.4557 0.2949 0.0336 0 0.3103 2.9444 2.2531
261 2015 1 0.4098 -0.0176 0.9994 13.4682 0.0628 0.4224 1.3779 0.3321 0.056 0 0.2602 2.9957 2.1482
261 2016 1 0.2722 -0.0819 1.4971 13.5735 0.0605 0.4649 1.0219 1.7109 0.034 0 0.2293 3.0445 1.3253
262 2009 1 0.2097 0.1856 1.1429 12.3689 0.0351 0.7001 1.3179 0.4535 0.117 0.2244 0.1424 3.3322 0.6272
262 2010 1 0.0861 0.1601 1.2161 12.5724 0.0612 0.7482 1.2087 0.4689 0.1079 0.2176 0.1233 3.3673 0.4282
262 2011 1 0.0866 0.1797 1.0315 12.9414 0.0532 0.6515 1.1804 0.2664 0.0843 0.2081 0.2655 3.4012 0.3031
262 2012 1 0.254 0.4721 1.1972 12.9297 0.0945 0.7623 1.184 0.6064 0.1226 0.2151 0.0984 3.434 0.2919
262 2013 1 0.0204 0.2329 1.4179 13.2244 0.0067 0.8164 1.1215 0.6205 0.0888 0.2108 0.0713 3.4657 1.3466
262 2014 0 1.5427 -0.182 0.9337 13.2865 0.1166 0.8106 1.1657 0.0719 -0.0103 0 0.0571 3.4965 2.577
262 2015 0 -1.7228 -0.284 1.2291 13.3081 0.0359 0.8137 1.1787 0.0764 0.001 0 0.048 3.5264 0.6911
262 2016 1 1.3776 0.0319 1.5421 13.5434 0.0521 0.7928 1.2447 1.9244 0.06 0 0.0366 3.5553 1.5807
263 2009 1 0.0454 0.1191 0.8402 11.4319 0.0701 0.3895 2.5168 0.5697 0.1459 0.2228 0.2029 3.8501 0.0056
263 2010 1 0.1537 0.0096 0.9248 11.6782 0.0467 0.4851 1.9452 0.6012 0.1418 0.2647 0.1798 3.8712 0.0029
263 2011 1 0.3449 0.0098 1.0601 11.6941 0.093 0.4566 2.1408 0.6281 0.0848 0.2165 0.2108 3.8918 0.0132
263 2012 1 0.4769 0.5178 1.0045 12.0799 0.06 0.6333 1.2476 0.2771 0.0573 0.2205 0.2511 3.912 0.0464
263 2013 1 1.3073 0.1298 1.1941 12.4635 0.2246 0.5854 1.4862 0.1537 0.0032 0 0.1606 3.9318 0.3597
263 2014 1 1.3556 -0.2207 1.4426 12.4206 0.1288 0.4261 2.1013 0.3487 0.1509 0 0.1275 3.9512 0.1307
263 2015 0 2.5927 -0.1568 1.6997 12.2945 0.0339 0.4161 2.3099 0.2738 -0.0502 0 0.1262 3.9703 0.0653
263 2016 0 -0.5977 0.2745 1.6909 12.2877 0.0113 0.581 1.5855 -51.2821 -0.1251 0 0.1156 3.989 0.1133
264 2009 1 0.1212 0.0217 1.3434 14.0466 0.0423 0.7011 0.9221 0.3923 0.1091 0.2171 0.3715 3.8286 0.0419
264 2010 1 0.4458 -0.1433 1.1361 14.1565 0.0548 0.6809 1.0076 0.2526 0.0762 0.1846 0.3279 3.8501 0.0269
264 2011 1 0.2437 0.3329 1.2076 14.2855 0.0499 0.6831 0.9355 0.3291 0.0949 0.0983 0.2985 3.8712 0.0756
264 2012 1 0.6032 0.1168 0.9185 14.2936 0.0256 0.638 1.0168 0.1105 0.0379 0 0.3217 3.8918 0.069
264 2013 1 0.051 -0.1672 1.0965 14.3878 0.0151 0.6231 0.9278 0.19 0.0527 0 0.326 3.912 0.7492
264 2014 1 0.7624 0.515 0.9921 14.3959 0.0182 0.6529 0.9292 0.1253 0.0157 0 0.3485 3.9318 0.9171
264 2015 1 1.0226 -0.3958 1.2273 14.4156 0.0125 0.6928 0.983 0.0307 0.0024 0 0.3332 3.9512 1.0466
264 2016 0 4.9497 0.1992 2.5092 14.4654 0.0314 0.7537 0.9949 -7.0494 -0.0013 0 0.3225 3.9703 1.5924
265 2011 0 -1.6263 -0.6775 2.0413 12.5656 0.0087 1.7403 0.5747 1.2485 -0.4032 0 0.1831 2.9957 0.0498
266 2009 0 0.5849 -0.0516 1.213 14.5847 0.0672 0.944 1.0299 -3.5655 0.0337 0 0.0834 3.7377 0.6265
266 2010 0 0.396 -0.0312 1.3647 14.7627 0.0904 0.9031 1.036 -1.2091 0.0503 0 0.0624 3.7612 1.3937
266 2011 0 0.3264 0.1078 1.1102 15.1494 0.2171 0.8802 1.0926 -0.2133 0.0546 0 0.0552 3.7842 1.3329
267 2009 1 0.6516 0.2814 0.6896 11.1241 0.1398 0.3447 2.1033 0.3809 0.0203 0.1133 0.0778 2.8904 0.1856
267 2010 1 0.55 0.3575 1.1677 11.326 0.0402 0.4739 1.6549 0.3699 0.0378 0 0.0594 2.9444 0.8265
267 2011 0 86.9741 -0.4951 0.9217 11.1911 0.1347 0.5666 1.427 -0.1141 -0.0546 0 0.0634 2.9957 0.9496
267 2012 0 -0.3644 1.46 1.0701 11.5466 0.0841 0.8269 1.0326 -0.9552 -0.0644 0 0.0553 3.0445 0.4396
267 2013 0 7.7167 0.6811 1.5294 11.0353 0.161 0.5752 1.3662 -0.3285 0.1556 0 0.0941 3.091 2.155
267 2014 0 2.2702 -0.5244 1.6574 11.1289 0.0996 0.6597 1.2403 -0.5099 -0.0328 0 0.0817 3.1355 3.071
267 2015 0 -1.1969 -0.4246 0.8293 11.8682 0.0317 0.4001 0.7078 -0.4529 -0.1888 0 0.6555 3.1781 1.4646
267 2016 0 -1.0006 -0.1701 1.2396 11.6813 0.0126 0.4227 0.3501 -2.175 -0.1459 0 0.7725 3.2189 2.3055
268 2011 1 0.5503 0.6353 0.9929 13.9225 7e-04 0.6827 1.296 0.0656 0.0449 0 0.0623 3.1781 0.0291
268 2012 1 1.0185 -0.431 1.1436 13.7817 0.0016 0.6542 1.2965 0.0129 0.0085 0 0.0656 3.2189 0.0279
268 2013 1 0.5439 0.28 1.7585 13.6435 0.0027 0.5984 1.3629 0.0241 0.0043 0 0.067 3.2581 0.1746
268 2014 1 0.9 0.5933 1.4647 13.8853 0.0044 0.5571 1.378 0.0485 0.0212 0 0.1602 3.2958 0.2671
268 2015 1 1.2653 -0.2548 1.1327 13.9225 0.0036 0.5883 1.3298 0.0137 0.001 0 0.1515 3.3322 0.1335
268 2016 1 0.3536 0.3899 1.5306 14.0883 0.0036 0.6509 1.2849 64.3433 0.0015 0 0.1272 3.3673 0.3487
269 2009 0 0.1414 0.2202 0.9318 13.3756 0.0171 0.773 0.7346 -0.1286 0.0377 0.1822 0.4445 3.8067 0.0558
269 2010 0 0.3206 0.2246 0.9178 13.5032 0.0102 0.7682 0.8767 0.0274 0.0527 0.2178 0.3634 3.8286 0.2997
269 2011 0 0.8224 -0.0342 0.9405 13.5091 0.0079 0.7881 0.9021 -0.0578 0.0139 0.2228 0.3285 3.8501 0.15
269 2012 0 -2.1266 -0.5498 0.9762 13.2744 0.0093 0.8118 0.8353 -0.5062 -0.0872 0 0.3902 3.8712 0.1583
269 2013 0 -0.4826 0.2606 1.272 13.2192 0.017 0.7933 0.9952 -0.4494 -0.0452 0 0.3697 3.8918 0.9298
270 2011 1 0.0868 0.3543 1.0815 18.9878 0.1649 0.2269 1.7402 0.1558 0.1015 0 0.523 3.6889 0.0303
270 2012 1 0.0916 0.2389 1.3157 18.3595 0.0374 0.2009 1.9685 0.2673 0.2164 0 0.0793 3.7136 0.0242
270 2013 1 0.0492 0.0915 1.7421 18.4685 0.024 0.2613 1.7247 0.2856 0.208 0 0.0736 3.7377 0.066
270 2014 1 0.0288 -0.0248 1.3525 18.5434 0.0781 0.3073 1.5668 0.2933 0.1855 0 0.0765 3.7612 0.0375
270 2015 1 0.0706 0.1173 1.3891 18.6913 0.073 0.3636 1.6212 0.3361 0.1768 0 0.0902 3.7842 0.0244
270 2016 1 0.0737 -0.1334 1.6365 19.0407 0.0662 0.5149 1.367 1.946 0.1469 0 0.5001 3.8067 0.0297
271 2009 1 1.0102 -0.1327 0.9959 14.7596 0.0182 0.9422 1.2645 0.5453 0.0015 0 0.0237 3.7377 0.1597
271 2010 0 -1.4663 -0.612 1.035 14.3963 0.0659 0.9679 1.3085 -0.1771 -0.1159 0 0.0512 3.7612 0.4024
272 2016 1 0.4895 -0.8515 1.0256 13.1928 0.0112 0.7436 0.94 53.2193 0.0041 0 0.0426 3.0445 0.0022
273 2009 1 0.1543 0.0388 0.9941 14.7225 0.0182 0.7835 0.9639 0.0961 0.0223 0.0834 0.3278 3.7842 0.1049
273 2010 1 0.0921 0.4425 1.0022 14.9378 0.0371 0.8128 0.9461 0.152 0.0204 0.2 0.29 3.8067 0.2834
273 2011 1 0.0815 0.1742 0.9469 14.886 0.0239 0.7923 0.9212 0.1891 0.0241 0.2 0.3109 3.8286 0.2083
273 2012 1 0.4814 0.4939 0.9326 15.0696 0.0614 0.7956 0.9957 0.3091 0.0407 0.0153 0.2362 3.8501 0.5061
273 2013 1 0.1158 -0.0623 1.1746 15.3214 0.0752 0.845 1.0029 0.2915 0.0269 0.1409 0.1752 3.8712 1.6413
273 2014 1 0.0794 0.3053 0.9319 15.4995 0.3338 0.8029 1.1029 0.2119 0.0252 0 0.1369 3.8918 0.6039
273 2015 1 0.6128 -0.3162 0.9163 15.1428 0.1276 0.7122 1.203 0.1291 0.0284 0 0.1811 3.912 1.1248
273 2016 1 0.9557 0.3069 1.5839 15.4236 0.0669 0.6954 1.2932 1.6418 0.1109 0.1123 0.1365 3.9318 0.4933
274 2011 1 0.6384 0.5019 4.1356 12.1125 0.0097 0.1933 6.8522 0.6068 0.2285 0 0.0381 3.8067 0.5245
274 2012 1 0.1164 -0.4444 3.5951 12.2688 0.0113 0.1694 5.5524 0.6634 0.1657 0 0.2969 3.8286 0.4015
274 2013 1 1.0733 4.6514 3.112 13.08 0.0047 0.1046 10.8497 0.8608 0.5372 0 0.1083 3.8501 0.6902
274 2014 1 1.1532 -0.4657 1.4176 13.2153 0.0062 0.0902 13.1506 0.5656 0.1909 0 0.109 3.8712 0.1684
274 2015 1 0.1106 0.1206 1.1967 13.3073 0.003 0.1091 10.525 0.587 0.1487 0 0.1306 3.8918 0.1677
274 2016 1 0.7348 0.7147 12.2822 13.7048 0.0032 0.0963 12.2247 0.3479 0.3163 0 0.1007 3.912 0.1511
275 2011 1 0.4274 0.7023 1.1997 14.9859 0.0319 0.1291 1.552 0.4603 0.2281 0 0.0557 2.5649 0.5801
275 2012 1 0.1417 0.3143 1.1235 15.2846 0.0218 0.1109 1.8879 0.4626 0.2413 0 0.0418 2.6391 2.1781
275 2013 1 0.0761 0.134 1.3383 15.4097 0.0142 0.1304 2.6648 0.3845 0.2412 0 0.0376 2.7081 0.4417
275 2014 1 0.4791 -0.4844 0.9601 15.3942 0.0301 0.17 1.9441 0.3402 0.1211 0.026 0.0387 2.7726 0.235
275 2015 1 0.5665 -0.4922 0.8575 15.3827 0.0201 0.1922 1.6383 0.3142 0.0524 0.1363 0.0396 2.8332 0.159
275 2016 1 0.5762 1.1683 2.3255 15.4866 0.0366 0.1726 2.1804 1.3837 0.1121 0.0142 0.0353 2.8904 0.3342
276 2012 0 11.6994 3.8785 1.522 10.921 0.0374 0.5513 0.4607 -0.6074 0.1105 0 0.5042 1.9459 0.0283
277 2011 1 0.7496 0.3369 2.8123 12.5868 0.0307 0.4994 1.2319 0.6551 0.242 0.0741 0.3332 3.8712 0.4848
277 2012 1 0.9806 0.2217 6.1242 12.7139 0.0244 0.4898 1.1554 0.8359 0.1545 0.1119 0.3765 3.8918 0.0501
277 2013 1 0.0925 -0.1049 2.2489 12.8842 0.0209 0.5458 1.0518 0.4037 0.1485 0.0238 0.393 3.912 0.3223
277 2014 1 0.4023 0.4153 0.9684 13.0566 0.0342 0.5238 1.1513 0.183 0.0695 0 0.374 3.9318 0.1163
277 2015 0 2.4946 -0.3253 1.4114 13.1263 0.0195 0.5885 1.0435 -0.0144 -0.0359 0 0.3725 3.9512 0.2418
277 2016 0 -0.264 -0.3945 1.4372 13.0772 0.021 0.5879 0.9459 -16.0533 -0.0257 0 0.412 3.9703 1.1991
278 2009 1 0.0302 0.039 1.9915 12.5789 0.0497 0.3103 1.7499 0.6155 0.397 0.2202 0.5119 3.2189 0.0042
278 2010 1 0.075 0.1478 2.0237 12.6154 0.0492 0.2923 1.9462 0.6387 0.4267 0.2245 0.505 3.2581 0.037
278 2011 1 0.0279 0.1373 1.5406 13.0722 0.0529 0.2549 1.6804 0.3835 0.2598 0.2237 0.6312 3.2958 0.043
278 2012 1 0.3916 0.4085 1.7555 13.2781 0.1459 0.234 1.9524 0.515 0.3734 0.2236 0.5064 3.3322 0.0258
278 2013 1 0.2763 0.549 3.1009 13.6905 0.3936 0.2589 2.7474 0.6467 0.4991 0.206 0.3399 3.3673 0.1343
278 2014 1 0.0088 0.0967 2.7213 13.8349 0.3264 0.343 1.8279 0.6551 0.4268 0.1912 0.3043 3.4012 0.0819
278 2015 1 0.0407 0.0478 3.0358 13.7993 0.2366 0.3293 1.7568 0.6499 0.4175 0.2012 0.3502 3.434 0.0889
278 2016 1 0.0333 0.0551 7.7963 13.8288 0.1401 0.371 1.4788 0.5167 0.3866 0.2074 0.3683 3.4657 0.0336
279 2011 0 0.1886 -0.0814 3.5319 10.1665 0.0025 0.778 0.3364 -0.8812 0.0784 0 0.6492 2.9957 0.1034
279 2012 1 0.8349 1.7281 2.9157 10.4917 0.0076 0.6302 0.7142 0.175 0.2198 0 0.6315 3.0445 0.0181
279 2013 1 0.5595 0.5099 3.609 11.0786 0.0022 0.7469 0.4326 0.3289 0.0529 0.1109 0.5405 3.091 6e-04
279 2014 0 1.2221 0.1154 3.8093 11.4287 0.001 0.706 0.4636 -0.147 0.0083 0.2252 0.4354 3.1355 0.0226
279 2015 0 0.7955 -0.153 3.5423 11.4075 0.003 0.745 0.5211 -0.3511 0.0024 0.2278 0.4024 3.1781 0.0162
279 2016 0 1.3562 0.3885 4.1034 11.4168 0.1629 0.6524 0.7846 54.5455 0.1104 0.225 0.3592 3.2189 0.2518
280 2011 1 0.3273 0.3728 2.0697 11.8171 0.0124 0.5566 1.7322 0.6431 0.2789 0.005 0.1269 3.7136 0.0835
280 2012 1 0.1046 0.7379 3.2601 12.274 0.0265 0.357 2.8866 0.7602 0.4917 3e-04 0.1149 3.7377 0.075
280 2013 1 0.1817 0.2743 3.8698 12.4279 0.0033 0.3115 3.249 0.808 0.5457 0.0036 0.1286 3.7612 0.2352
280 2014 1 0.0758 0.2712 1.904 13.5675 5e-04 0.7959 0.2701 0.7928 0.1568 4e-04 0.7879 3.7842 0.1975
280 2015 1 0.3794 -0.0407 1.9094 13.6477 0.0029 0.8736 0.6141 0.6913 0.0835 2e-04 0.7479 3.8067 0.6031
280 2016 1 0.8238 0.1115 2.2583 13.7081 0.0216 0.7816 0.2822 0.3926 0.083 0.0016 0.7477 3.8286 0.1472
281 2009 0 -0.9202 0.0186 2.2319 12.3338 0.0048 1.1587 0.4388 3.8058 -0.0797 0 0.5086 3.3322 0.2113
281 2010 0 4.0955 0.9456 2.9476 12.4024 0.0492 1.0432 0.5714 10.6271 0.1273 0 0.4184 3.3673 0.6155
281 2011 0 0.294 1.2395 2.4212 13.123 0.269 0.419 2.0311 -0.1394 0.1423 0 0.2194 3.4012 3.5943
282 2009 1 0.2693 0.3128 1.8331 17.1767 0.1398 0.32 1.715 0.6046 0.3197 0.0777 0.4372 3.6109 0.0259
282 2010 1 0.261 0.2938 2.3175 17.3646 0.0865 0.257 2.592 0.5195 0.3847 0.086 0.4205 3.6376 0.0834
282 2011 1 0.631 0.2525 1.9036 17.7369 0.0499 0.2514 2.454 0.384 0.3046 0.0884 0.3864 3.6636 0.0519
282 2012 1 0.2957 0.3725 1.6746 18.1819 0.0255 0.3898 1.2543 0.4913 0.2984 0.1069 0.477 3.6889 0.161
282 2013 1 0.7676 -0.0883 1.5332 18.3653 0.0315 0.3543 1.1689 0.2997 0.1483 0.0989 0.5437 3.7136 0.1619
282 2014 1 0.2991 0.1025 0.9987 18.5314 0.0275 0.4118 1.0803 0.2126 0.1015 0.0789 0.5293 3.7377 0.0539
282 2015 1 0.5864 -0.2351 1.0771 18.5672 0.0077 0.4237 1.0261 0.2244 0.0406 0.055 0.5314 3.7612 0.0575
282 2016 1 0.7339 0.9172 1.7375 18.5292 0.0185 0.2677 1.8078 2.1477 0.1532 0.0466 0.5746 3.7842 0.0524
283 2009 1 0.1771 0.2739 1.4486 13.2396 0.1344 0.6874 1.1613 0.6244 0.1741 0.1467 0.1991 2.5649 0.0425
283 2010 1 0.1634 0.1503 2.0794 13.3435 0.044 0.6579 1.0008 0.6907 0.1978 0.1303 0.2087 2.6391 0.0989
283 2011 1 0.0935 0.4221 1.1704 13.6538 0.0735 0.5471 1.5214 0.6578 0.2543 0.0748 0.1814 2.7081 0.042
283 2012 1 0.345 0.3261 1.7389 13.947 0.0663 0.5005 1.7503 0.7683 0.312 0.1009 0.1433 2.7726 0.0587
283 2013 1 0.0973 0.3678 2.43 14.1043 0.0929 0.4895 1.8238 0.8063 0.306 0.1763 0.1318 2.8332 0.1235
283 2014 1 0.0648 0.0508 1.7711 14.2111 0.0133 0.5328 1.6994 0.8098 0.2508 0.1381 0.1251 2.8904 0.058
283 2015 1 0.0602 0.1643 1.8322 14.4338 0.0325 0.6508 1.3913 0.7963 0.2186 0.147 0.1131 2.9444 0.0382
283 2016 1 0.709 0.0569 4.0482 14.731 0.0298 0.6282 1.3622 0.2155 0.1618 0.146 0.1394 2.9957 0.0303
284 2012 1 0.2518 0.4492 0.9355 13.3984 0.0555 0.6344 1.4142 0.0805 0.0372 0.1977 0.1608 3.2189 0.073
284 2013 1 0 0.3082 1.2053 13.6059 0.0594 0.6907 1.2769 0.1117 0.0302 0.1904 0.1697 3.2581 0.1991
284 2014 1 0.4818 0.3142 1.2865 13.861 0.0274 0.746 1.1907 0.1553 0.0476 0.2179 0.1587 3.2958 0.5383
284 2015 1 1.1901 -0.2216 1.4087 13.7255 0.0314 0.7431 1.1859 0.0437 0.0047 0 0.1803 3.3322 0.1741
284 2016 0 -1.9011 0.1444 1.4333 13.7436 0.0751 0.7918 1.1356 -6.6355 -0.0313 0 0.1673 3.3673 0.5985
285 2011 1 0.3372 -0.0477 1.0413 13.2359 0.0221 0.9139 1.1114 0.2014 0.02 0.2207 0.1114 3.7136 0.3103
285 2012 1 0.3359 0.0074 1.0224 13.1362 0.0283 0.8856 1.0529 0.3361 0.036 0.2223 0.1214 3.7377 0.0825
285 2013 1 0.4659 0.4176 1.2563 13.4374 0.0192 0.8856 1.0415 0.509 0.0528 0.2209 0.0856 3.7612 1.0491
285 2014 1 0.1034 0.3048 1.2554 13.4753 0.0197 0.8703 1.0615 0.5827 0.0588 0.2198 0.0853 3.7842 0.0983
285 2015 1 0.2896 0.1095 1.3123 13.6514 0.017 0.8693 1.0776 0.6528 0.0747 0.2205 0.0731 3.8067 0.2364
285 2016 1 0.0514 0.1734 4.2584 13.9801 0.0248 0.8919 1.0611 0.3934 0.05 0.2114 0.0594 3.8286 0.0837
286 2012 0 -1.4634 -0.2265 0.9344 14.6928 0.0037 0.8387 0.7863 -0.5657 -0.0807 0 0.3451 3.091 0.0248
286 2013 0 -1.4304 0.1565 1.2279 14.7885 0.0014 0.8694 0.7796 -0.7578 3e-04 0 0.3377 3.1355 0.5283
286 2014 0 1.3888 1 1.1851 14.9356 0.0424 0.8475 0.8978 -0.2987 0.0398 0.0891 0.2716 3.1781 0.4428
286 2015 0 0.8424 -0.1072 1.2962 14.8483 0.0389 0.7658 1.0118 -0.3425 0.0164 0.1291 0.2913 3.2189 0.9014
286 2016 0 0.6977 0.2387 1.0812 14.8924 0.0142 0.8183 0.9898 -2.3666 0.0053 0 0.2757 3.2581 0.9081
287 2013 1 0.4492 0.4259 2.3805 13.0374 0.0438 0.5472 1.3686 0.0261 0.0244 0.1904 0.2659 3.091 0.3639
287 2014 1 0.4425 0.4457 1.5425 13.2161 0.0408 0.5847 1.2794 0.1074 0.0389 0.199 0.1809 3.1355 0.4697
287 2015 1 0.2892 0.3433 1.6409 13.3123 0.0488 0.5857 1.2687 0.1809 0.0536 0.2031 0.1804 3.1781 0.537
287 2016 1 0.3021 0.0415 2.0962 13.6537 0.025 0.6782 1.1003 3.0276 0.0588 0.1797 0.3714 3.2189 0.3182
288 2015 1 1.1062 -0.1166 1.0265 13.347 0.0292 0.9206 0.9615 0.6074 0.0011 0 0.1401 3.8918 0.0013
288 2016 1 1.4048 -0.0871 2.8651 13.534 0.013 0.6533 1.2239 0.0496 0.2867 0 0.2272 3.912 1e-04
289 2011 1 0.2801 -0.0914 0.6555 13.1697 0.0319 0.5193 2.3396 0.3534 0.0705 0.2266 0.0498 3.6109 7e-04
289 2012 1 0.11 0.4654 0.8218 13.3121 0.0537 0.5511 2.6699 0.3985 0.0713 0.2223 0.0384 3.6376 0
289 2013 1 0.2758 0.5036 0.7929 13.6083 0.0991 0.6249 1.9193 0.4647 0.0788 0.2205 0.0253 3.6636 4e-04
289 2014 1 1.0999 0.0466 1.0915 13.9895 0.0154 0.779 1.3568 0.3794 0.0067 0.2117 0.0193 3.6889 0.0012
289 2015 0 -1.8099 0.1064 1.4057 14.1574 0.0134 0.8755 1.1596 0.0686 -0.0464 0 0.0269 3.7136 0.0038
289 2016 0 -0.1584 -0.0959 1.2434 14.0603 0.0215 0.9224 1.0648 -2.3118 -0.0639 0 0.0618 3.7377 0.0035
290 2009 1 0.0187 -0.0221 0.8686 11.6412 0.0966 0.5025 1.2608 0.3407 0.1148 0.1378 0.2422 2.7081 0.1634
290 2010 1 0.1542 0.5015 1.2817 11.7959 0.1364 0.4954 1.2758 0.4415 0.1224 0.1047 0.2615 2.7726 0.1117
290 2011 1 0.4103 0.1687 0.953 11.701 0.0373 0.4075 1.418 0.176 0.0872 0.0891 0.3122 2.8332 0.1255
290 2012 1 0.3238 -0.318 0.8207 11.7119 0.2313 0.4273 1.4062 0.1557 0.0541 0.166 0.2866 2.8904 0.2936
290 2013 1 0.7928 0.2012 1.7512 11.9657 0.1686 0.3789 1.7757 0.3447 0.205 0.0677 0.2437 2.9444 0.2253
290 2014 1 0.2702 1.0751 1.4806 12.1826 0.0689 0.4465 1.5597 0.3984 0.1122 0.1644 0.2393 2.9957 0.6926
290 2015 1 0.5504 -0.1596 2.0362 12.3542 0.0589 0.3442 1.8485 0.3558 0.0658 0.1467 0.3352 3.0445 0.5845
290 2016 1 0.6146 0.4731 3.7233 12.5354 0.0594 0.3282 1.8986 1.0038 0.1391 0.0651 0.2932 3.091 0.5699
291 2013 1 0.0108 0.3661 2.5276 15.8039 0.0204 0.4284 1.9889 0.7365 0.3338 0.1205 0.1405 2.3979 0.2726
291 2014 1 0.0778 0.082 1.9545 16.0281 0.0207 0.4939 1.7761 0.7622 0.2978 0.1169 0.1137 2.4849 0.1102
291 2015 1 0.4054 -0.1902 1.6324 16.0166 0.018 0.6462 1.3282 0.6559 0.1671 0.1349 0.1331 2.5649 0.0809
291 2016 1 0.2065 -0.0393 4.2238 16.0983 0.0141 0.5912 1.4586 0.3439 0.2065 0.1234 0.1343 2.6391 0.0157
292 2009 1 0.8424 0.1781 1.5028 14.9829 0.0444 0.4692 1.6141 0.7466 0.388 0.214 0.2236 3.7612 0.0423
292 2010 1 0.5356 0.1931 2.3959 15.2836 0.0214 0.6006 1.5096 0.738 0.2876 0.187 0.1694 3.7842 0.0562
292 2011 1 0.4097 0.2743 1.749 15.7719 0.0297 0.7578 1.1122 0.6065 0.1458 0.1489 0.1081 3.8067 0.0415
292 2012 1 0.3666 0.3534 1.6382 15.961 0.0712 0.6783 1.25 0.7548 0.2051 0.2103 0.1101 3.8286 0.1067
292 2013 1 0.3732 0.8342 2.772 16.7971 0.0196 0.7006 1.2186 0.8187 0.2442 0.178 0.0643 3.8501 0.1221
292 2014 1 0.5542 -0.0209 1.2486 16.9502 0.0177 0.7177 1.0856 0.6747 0.1907 0.1785 0.074 3.8712 0.472
292 2015 1 0.2839 -0.2282 1.7154 16.8834 0.0183 0.7392 1.1243 0.605 0.1358 0.1783 0.0912 3.8918 0.0962
292 2016 1 0.1667 0.0797 3.7726 16.7339 0.0227 0.6557 1.0556 0.4808 0.1997 0.1835 0.1136 3.912 0.0148
293 2009 1 0.5301 0.0569 1.2515 14.6293 0.0515 0.8569 0.5263 0.1208 0.0223 0.0315 0.5521 3.9318 0.0193
293 2010 1 0.7053 0.3383 1.2364 14.667 0.0183 0.8007 0.6256 0.392 0.0641 0.2161 0.5103 3.9512 0.3143
293 2011 1 0.2491 0.103 1.4336 14.7672 0.0379 0.8002 0.7332 0.4514 0.0406 0.2251 0.4349 3.9703 0.4226
293 2012 1 0.7012 0.3825 1.395 14.8557 0.1004 0.7288 0.8795 0.6301 0.1103 0.1936 0.3887 3.989 0.4813
293 2013 1 0.7805 0.7535 2.6548 15.4792 0.2405 0.6977 1.6197 0.8221 0.2049 0.1839 0.2028 4.0073 0.4958
293 2014 1 0.6446 0.1445 1.2366 15.5445 0.1646 0.6279 1.9141 0.6261 0.2152 0.185 0.1788 4.0254 0.1365
293 2015 1 0.2262 -0.1302 1.7993 15.5336 0.0637 0.6094 1.9978 0.4907 0.2101 0.2123 0.1753 4.0431 0.0436
293 2016 1 0.3226 0.0178 2.139 15.8004 0.1302 0.6788 1.2821 1.3102 0.1265 0.1845 0.1452 4.0604 0.0142
