firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
76 2016 1 0.1088 0.213 1.7823 15.5615 0.3303 0.494 1.3978 1.924 0.1363 0.1181 0.0882 3.8712 0.3013
77 2009 0 -0.5476 -0.3576 1.1639 11.9377 0.1588 0.6952 1.2889 -1.1073 -0.1425 0 0.0951 3.6889 1.184
77 2010 0 -2.7497 2e-04 1.4573 11.8672 0.0117 0.5751 1.599 -0.6224 0.1414 0 0.087 3.7136 0.2628
77 2011 0 -5.9915 0.0223 1.7265 11.8222 0.3331 0.8317 1.1038 -3.2851 -0.2396 0 0.094 3.7377 0.5785
77 2012 0 -2.1657 -0.2696 1.5708 12.7541 0.1111 1.062 0.9147 5.5768 0.0198 0 0.0304 3.7612 0.1512
77 2013 0 1.2357 0.2089 1.5093 12.1095 0.2553 0.2657 3.5899 -0.1461 0.5607 0 0.0747 3.7842 1.7163
77 2014 0 1.401 0.4351 1.6513 12.1393 0.0511 0.2341 4.0079 -0.1376 0.0039 0 0.0997 3.8067 1.9301
77 2015 0 0.6061 -0.426 1.6112 12.1504 0.0602 0.2816 3.3671 -0.1994 0.0019 0 0.0904 3.8286 0.994
77 2016 0 0.6061 1.2367 1.7068 12.2478 0.064 0.4115 2.3738 -3.9734 0.0035 0 0.0564 3.8501 3.0342
78 2011 1 0.1937 -0.3171 1.1242 12.029 0.0118 0.5856 1.5993 0.5395 0.1167 0.2 0.118 2.8904 0.6836
78 2012 1 0.0839 0.5823 1.0005 12.1173 0.0067 0.5858 1.5799 0.5668 0.0948 0.2 0.136 2.9444 1.0905
78 2013 1 0.3771 0.4081 1.9795 12.2987 0.0102 0.5166 1.7756 0.6889 0.1367 0.2016 0.1552 2.9957 2.9086
78 2014 1 0.3297 0.3609 1.9455 12.4776 0.0786 0.4727 2.0133 0.7615 0.1838 0.1793 0.1356 3.0445 1.687
78 2015 1 0.4872 0.4365 0.9509 12.9003 0.0582 0.4259 2.3692 0.5955 0.1762 0.2018 0.0922 3.091 1.7763
78 2016 1 0.1193 0.0532 4.1891 13.0461 0.0191 0.5838 1.7188 0.9296 0.1287 0.2037 0.0846 3.1355 0.3517
79 2014 1 1.2399 1.0048 0.6606 12.4325 0.5072 0.2077 4.565 0.0907 0.0223 0 0.0547 3.7842 0.7146
79 2015 1 0.7857 -0.8174 0.6756 12.8079 0.2514 0.0349 29.2325 0.0804 0.0553 0 0.0346 3.8067 0.5529
79 2016 0 0.9938 -0.141 0.7671 12.7636 0.0183 0.0335 32.0574 23.8824 0.0105 0 0.0334 3.8286 0.3473
80 2014 1 0.1087 1.2456 1.9483 14.8566 0.0281 0.6931 0.6035 0.8121 0.2487 0.2183 0.5368 3.2958 1.0198
80 2015 1 0.1765 0.0276 2.5185 15.0935 0.0242 0.7964 0.4674 0.7459 0.1527 0.1885 0.633 3.3322 0.4837
80 2016 1 0.8144 0.0476 2.8696 15.2095 0.0185 0.7508 0.4775 0.3438 0.1095 0.212 0.6344 3.3673 0.0529
81 2009 1 0.3249 -0.3299 1.0177 15.4235 0.0311 0.2519 1.4711 0.3638 0.1276 0.0119 0.0093 3.6636 0.0607
81 2010 1 0.1029 0.2487 1.3669 15.5124 0.0374 0.2546 1.2951 0.4158 0.1412 0 0.005 3.6889 0.0605
81 2011 1 0.1707 0.1877 1.2371 15.6103 0.0052 0.1381 2.3247 0.3586 0.1635 0 0.0042 3.7136 0.1301
81 2012 1 0.1845 -0.0801 0.8693 15.6891 8e-04 0.1156 2.6107 0.3195 0.1393 0 0.0041 3.7377 0.0763
81 2013 1 0.527 1.2784 1.8426 15.8868 0.0019 0.1359 2.8878 0.4178 0.2501 0 0.0035 3.7612 0.4879
81 2014 1 0.1863 -0.0423 0.8463 16.1906 0.0024 0.1463 1.946 0.4103 0.337 0 0 3.7842 0.1668
81 2015 1 0.6605 -0.0797 1.1927 16.2657 0.0065 0.121 2.3285 0.2631 0.1574 0 0.0024 3.8067 0.2616
81 2016 1 0.1888 -0.2246 1.7604 16.3241 7e-04 0.1708 1.4304 2.8096 0.1131 0 0.0022 3.8286 0.0333
82 2014 0 0.049 0.7601 1.9593 13.7009 0.0101 0.8519 1.1096 -0.3523 0.0478 0 0.0687 2.8332 0.5492
82 2015 0 0.6924 -0.4247 1.4949 13.7911 0.0203 0.8777 1.1082 -0.4968 0.015 0 0.0533 2.8904 0.3416
82 2016 0 0.6371 0.1265 1.3048 14.0053 0.0122 0.8783 1.0355 -5.3991 0.032 0 0.0593 2.9444 1.7552
83 2016 1 0.1079 0.2277 4.4146 12.0533 0.1918 0.3635 2.1481 2.129 0.1668 0.0413 0.2484 2.3026 2.2981
84 2013 1 0.0071 0.1708 1.9691 15.113 0.0114 0.6578 0.6142 0.4265 0.0895 0.199 0.3789 2.1972 0.4323
84 2014 1 0.5296 0.1412 0.7603 15.2576 0.1158 0.4103 0.9307 0.2161 0.1076 0.136 0.3379 2.3026 0.8386
84 2015 1 0.0791 -0.072 1.4735 15.385 0.0392 0.4182 0.9787 0.252 0.1063 0.1837 0.2809 2.3979 0.3209
84 2016 1 0.0028 0.0792 1.7038 15.3287 0.0131 0.3688 0.9257 2.6665 0.1126 0.1599 0.2848 2.4849 0.2214
85 2016 0 -0.1242 0.0855 0.8526 14.5574 9e-04 1.8097 0.3558 -0.1268 -0.2021 0 0.0303 3.7842 -0.0136
86 2014 1 0.1335 0.0145 1.459 16.4824 0.0015 0.8937 1.3741 2.3714 0.0994 0 0.3379 2.1972 0.3454
86 2015 1 0.0699 0.0272 1.7056 16.3667 0.0032 0.9075 1.2569 2.9612 0.101 0 0.3641 2.3026 0.3737
86 2016 1 0.2005 0.0508 2.51 16.4042 0.0068 0.8506 1.0849 0.1836 0.1295 0 0.3776 2.3979 0.0519
87 2014 1 0.2133 0.0249 1.857 14.0071 0.0665 0.8662 1.0128 0.7285 0.0446 0.1336 0.1538 4.0775 0.0042
87 2015 1 0.337 0.0167 1.7121 14.1894 0.0788 0.8864 0.8371 0.7335 0.0229 0.1534 0.1377 4.0943 0.001
87 2016 1 0.4291 0.0848 5.4963 14.116 0.0628 0.845 0.846 0.2419 0.0461 0.0711 0.1462 4.1109 1e-04
88 2014 1 0.1213 0.2396 0.9635 13.3616 0.0536 0.3883 2.2769 0.6864 0.2964 0.2479 0.1778 2.6391 0.0015
88 2015 1 0.1857 -0.1793 0.8958 13.5002 0.0336 0.4552 2.0137 0.6935 0.1981 0.2482 0.1507 2.7081 9e-04
88 2016 1 0.3847 -0.1687 2.1708 13.6061 0.0622 0.5497 1.7147 0.3002 0.102 0.2461 0.1263 2.7726 2e-04
89 2009 1 0.3264 -0.0056 0.9211 10.8165 0.0508 0.5037 1.5202 0.1315 0.0322 0 0.3257 3.8501 0.1286
89 2010 1 0.796 0.2463 1.3155 10.9521 0.0702 0.471 1.7227 0.279 0.1003 0.2481 0.2598 3.8712 0.0641
89 2011 1 0.0903 0.2728 1.6368 11.0339 0.0864 0.3533 2.4615 0.2389 0.1573 0.2212 0.2409 3.8918 0.109
89 2012 1 0.7189 0.6321 1.36 11.4962 0.1615 0.3588 2.4559 0.4766 0.3042 0.2112 0.1694 3.912 0.1612
89 2013 1 0.3271 0.5071 3.7508 11.9424 0.2489 0.293 2.9723 0.6962 0.4158 0.2092 0.1804 3.9318 0.2956
89 2014 1 0.045 0.166 2.8666 12.1098 0.281 0.2473 3.445 0.6782 0.3749 0.1661 0.1773 3.9512 0.1396
89 2015 1 0.0971 0.1785 2.9065 12.214 0.2649 0.2319 3.6411 0.7158 0.3875 0.1903 0.1706 3.9703 0.0399
89 2016 1 0.4853 0.08 8.4264 12.3946 0.2226 0.3153 2.7088 1.0318 0.3163 0.1731 0.1547 3.989 0.0402
90 2009 1 0.0163 -0.1973 0.9995 11.5886 0.0526 0.8914 0.9021 0.0422 0.0042 0 0.186 3.4965 0.0193
90 2010 0 0.5163 0.0238 1.0267 11.593 0.009 0.8937 0.9238 0.0243 0.0019 0 0.1662 3.5264 0.0066
90 2011 0 -1.4338 -0.3791 1.3258 11.5539 0.0068 1.1873 0.7133 1.5757 -0.2885 0 0.1533 3.5553 0
91 2011 1 0.2007 0.1948 2.4819 16.5281 0.0614 0.1464 4.3901 0.4869 0.4006 0 0.3669 2.9444 0.0582
91 2012 1 0.527 0.9104 2.8591 17.1249 0.0737 0.2764 1.7941 0.6667 0.4826 0 0.4408 2.9957 0.0804
91 2013 1 0.3574 0.5973 2.7244 17.5581 0.0657 0.3387 1.3345 0.5271 0.3734 0 0.5015 3.0445 0.0398
91 2014 1 0.3252 -0.1589 1.5115 17.8026 0.0123 0.4224 0.8571 0.3958 0.2608 0 0.5441 3.091 0.0238
91 2015 1 0.5712 -0.3897 1.4101 17.9299 0.0058 0.5754 0.5487 0.2763 0.0976 0 0.5646 3.1355 0.0294
91 2016 1 0.1779 0.3846 1.514 17.9298 0.0107 0.3974 0.558 4.29 0.1251 0 0.5944 3.1781 0.0624
92 2009 1 0.1965 0.1488 1.2335 13.5668 0.0319 0.7053 1.9984 0.2828 0.1033 0.1255 0.1045 3.6889 0.0234
92 2010 1 0.719 -0.3964 1.1633 13.7021 0.0184 0.786 0.9728 0.1337 0.0294 0 0.0851 3.7136 0.0575
92 2011 1 1.0586 0.3162 1.1544 13.7065 0.0183 0.7787 0.9842 0.1659 0.2036 0 0.1274 3.7377 0.152
92 2012 1 1.3685 -0.3907 0.8771 13.8802 0.0026 0.736 1.2296 0.4123 0.0029 0 0.0815 3.7612 0.0683
92 2013 1 0.2496 0.2567 0.9704 13.912 0.0032 0.7514 1.766 0.3953 0.0019 0 0.0588 3.7842 0.1176
92 2014 1 0.9538 0.2763 1.2244 14.0115 0.0585 0.6851 3.1529 0.1736 0.0178 0 0.0514 3.8067 0.3242
92 2015 1 0.7294 0.0286 2.2069 14.6259 0.0138 0.5316 1.846 0.0793 0.0097 0.0767 0.3731 3.8286 0.0729
92 2016 1 0.0589 0.2114 1.5534 14.5854 0.0171 0.5162 1.7328 12.9113 0.0108 0.1278 0.4251 3.8501 0.6211
93 2011 1 0.1148 0.3191 1.356 15.7602 0.0407 0.4281 1.1723 0.3141 0.1316 0.1549 0.5137 2.5649 0.2596
93 2012 1 0.3838 0.7459 1.3743 16.2079 0.0514 0.5709 0.8322 0.3986 0.1468 0.1347 0.6101 2.6391 0.3712
93 2013 1 0.3512 0.433 1.8932 16.5931 0.0795 0.6364 0.8816 0.5094 0.1658 0.0731 0.3834 2.7081 0.2402
93 2014 1 0.1756 0.0464 1.3282 16.5962 0.0311 0.6134 0.9398 0.54 0.1287 0.0748 0.3619 2.7726 0.0899
93 2015 1 0.675 -0.1972 1.3379 16.6847 0.0238 0.7346 0.8978 0.3868 0.0417 0 0.2581 2.8332 0.214
93 2016 1 0.0271 -0.0221 1.602 16.651 0.0188 0.7452 0.9437 1.7696 0.0447 0.1882 0.207 2.8904 0.1762
94 2014 0 -0.5198 0.5529 1.1456 14.4276 0.0517 0.843 1.0603 -0.4343 -0.0045 0 0.1746 3.2189 0.2981
94 2015 0 -0.4701 -0.4212 1.5274 14.4869 0.0578 0.9797 0.8118 -9.4789 -0.0855 0 0.2965 3.2581 0.378
94 2016 0 -0.2402 -0.2607 0.4716 14.503 0.0317 1.1134 0.8098 -0.5445 -0.1185 0 0.1961 3.2958 -0.3849
95 2013 1 1.1693 0.4799 1.0506 13.0063 0.073 0.6174 1.0488 0.6131 0.0864 0.0654 0.2797 3.091 2.1249
95 2014 1 0.507 0.5716 1.2347 13.55 0.0133 0.5868 0.9393 0.3203 0.1066 0.1466 0.3196 3.1355 0.8374
95 2015 1 0.0673 -0.1016 1.4391 13.542 0.0377 0.5673 1.1121 0.3344 0.0974 0.087 0.2506 3.1781 1.1042
95 2016 1 0.6061 -0.2959 1.9479 13.5988 0.0702 0.4912 1.2589 5.1265 0.0589 0 0.2823 3.2189 1.0214
96 2009 1 0.0566 0.0175 1.4682 11.9714 0.0886 0.3926 2.2351 0.5993 0.328 0.2076 0.2089 3.1781 0.0181
96 2010 1 0.0165 0.1607 1.9138 11.9681 0.14 0.3886 2.4089 0.6006 0.3369 0.2221 0.1748 3.2189 0.0558
96 2011 1 0.1589 0.218 2.6667 12.1287 0.2094 0.4227 2.1391 0.6397 0.3592 0.2196 0.1293 3.2581 0.3269
96 2012 1 0.2572 0.3543 2.5124 12.2937 0.2115 0.3597 2.1922 0.7246 0.4402 0.2193 0.1347 3.2958 0.0892
96 2013 1 0.4869 0.5712 4.208 12.8739 0.4609 0.3866 1.9671 0.8391 0.5053 0.1962 0.1115 3.3322 0.3665
96 2014 1 0.8135 0.2606 0.759 13.2797 0.3638 0.2264 3.0525 0.6057 0.4541 0.1894 0.1566 3.3673 0.5121
96 2015 1 0.0494 0.0833 3.2984 13.4379 0.0517 0.3097 1.4039 0.5932 0.4157 0.1963 0.239 3.4012 0.1866
96 2016 1 0.0256 0.1251 7.5538 13.6296 0.068 0.3947 1.1841 0.5644 0.3557 0.1935 0.2684 3.434 0.0628
97 2010 1 0.9173 -0.2628 8.8949 15.5279 0.0697 0.6146 0.865 0.8712 0.2135 0.0313 0.1953 2.8332 0.0497
97 2011 1 0.3376 -0.162 2.603 15.8051 0.0198 0.5613 0.881 0.6571 0.2632 0.0091 0.1535 2.8904 0.1556
97 2012 1 0.3785 0.6811 1.8407 16.1459 0.0488 0.4907 1.2309 0.7899 0.324 0.0048 0.116 2.9444 0.0499
97 2013 1 0.1154 1.109 2.6718 16.3537 0.0699 0.4579 1.1332 0.8397 0.3101 0.0416 0.1655 2.9957 0.0459
97 2014 1 0.555 0.4727 2.4245 16.5751 0.3264 0.4174 1.8489 0.6652 0.3035 0.094 0.1588 3.0445 0.0194
97 2015 1 0.1037 0.6454 3.3936 16.652 0.3856 0.332 2.4488 0.7297 0.3256 0.1663 0.1733 3.091 0.01
97 2016 1 0.1022 0.1237 14.4356 16.7399 0.3006 0.254 2.8625 0.259 0.3446 0.181 0.1925 3.1355 9e-04
98 2011 1 0.0178 -0.2588 1.5587 11.3144 0.0516 0.4101 3.0427 0.3212 0.1147 0.0998 0.0414 3.2189 0.3443
98 2012 1 0.5638 0.429 1.1804 11.5738 0.0589 0.4134 3.0526 0.4706 0.2056 0.1532 0.0305 3.2581 0.0112
98 2013 1 0.367 0.1672 1.4061 11.8287 0.1157 0.5613 2.2956 0.4515 0.0935 0.1836 0.0244 3.2958 0.9369
98 2014 1 0.2871 0.5026 1.5081 12.414 0.0368 0.4009 2.0076 0.2342 0.0787 0.1995 0.3403 3.3322 1.235
98 2015 1 0.8584 -0.0512 1.4936 12.4415 0.0189 0.4135 2.0236 0.2332 0.0689 0.1924 0.324 3.3673 0.4308
98 2016 1 0.0227 0.092 2.8912 12.4994 0.026 0.4644 1.8624 3.7968 0.0629 0.2147 0.3003 3.4012 1.2423
99 2015 1 13.5765 0.3285 1.3779 12.2125 0.013 0.6034 0.9852 0.1213 0.0167 0.2205 0.3229 2.7081 0.088
99 2016 1 1.0939 1.2664 1.3258 13.5135 0.0298 0.8642 0.4981 2.0941 0.0356 0.2464 0.7051 2.7726 0.0275
100 2016 1 0.8878 -0.4995 13.9993 13.4618 0.0652 0.2768 1.8422 0.8339 0.2411 0 0.0034 3.091 0.0118
101 2009 1 0.1628 -0.2954 1.3645 11.7016 0.0515 0.6093 1.4542 0.5337 0.1292 0.128 0.1818 3.5553 0.0655
101 2010 1 0.1845 0.1575 1.4221 11.9626 0.5323 0.7337 1.08 0.4731 0.1294 0.1761 0.2447 3.5835 0.0676
102 2009 1 0.5491 -0.0024 0.9794 12.8046 0.0326 0.5835 1.5306 0.2891 0.1125 0.0225 0.1475 3.2189 0.4615
102 2010 1 0.172 0.2005 1.5604 12.7484 0.0572 0.6185 1.4342 0.1752 0.093 0 0.1488 3.2581 0.6881
102 2011 1 0.406 0.0458 1.1776 13.1653 0.2729 0.5915 1.5801 0.1195 0.0681 0.1131 0.0975 3.2958 1.4707
102 2012 1 0.5125 0.9236 1.0199 13.4635 0.0852 0.6043 1.5977 0.2588 0.1079 0.184 0.0641 3.3322 0.4244
102 2013 1 0.3443 0.4835 0.9141 14.1673 0.3932 0.496 2.0433 0.2317 0.1128 0.2161 0.0322 3.3673 5.3164
102 2014 1 0.0882 -0.3087 1.1522 14.1323 0.32 0.368 2.6368 0.2146 0.1032 0.1523 0.0574 3.4012 0.8484
102 2015 1 0.0033 -0.0118 1.4233 14.1191 0.2996 0.3504 2.5084 0.2178 0.1039 0.1131 0.1615 3.434 0.4363
102 2016 1 0.2451 0.7225 1.9492 14.369 0.2838 0.451 1.9471 2.5333 0.1152 0.1731 0.1449 3.4657 0.5212
103 2009 1 0.1983 0.3068 1.2685 13.0012 0.0579 0.6876 1.1755 0.4146 0.124 0.2223 0.1985 3.8067 0.0195
103 2010 1 0.2987 0.3278 1.5858 13.4482 0.0177 0.7574 1.1266 0.5178 0.1217 0.2233 0.1475 3.8286 0.0473
103 2011 1 0.0473 0.2844 1.5326 13.7411 0.0357 0.7587 1.1255 0.5401 0.1132 0.2228 0.1485 3.8501 0.0623
103 2012 1 0.0228 0.015 1.3399 13.8767 0.0301 0.775 1.0957 0.5694 0.1021 0.2237 0.1559 3.8712 0.0095
103 2013 1 0.5241 0.6646 2.0761 14.17 0.0316 0.7476 1.1973 0.7137 0.1658 0.2178 0.1107 3.8918 0.1224
103 2014 1 0.3062 0.2967 1.77 14.4913 0.013 0.7527 1.2301 0.6874 0.1394 0.2152 0.0814 3.912 0.0638
103 2015 1 0.0101 0.18 1.5882 14.7477 0.0469 0.8208 1.145 0.652 0.1064 0.2197 0.0677 3.9318 0.0365
103 2016 1 0.2424 0.0791 2.402 14.8472 0.0591 0.7808 1.2215 0.4607 0.1361 0.2242 0.0543 3.9512 0.0185
104 2009 1 0.1642 1.0578 1.978 13.2617 0.0391 0.5703 1.4172 0.7595 0.2118 0.2124 0.1768 3.7612 0.0324
104 2010 1 0.3023 0.2745 2.2527 13.5837 0.0385 0.6048 1.2142 0.621 0.1988 0.1637 0.1892 3.7842 0.0358
104 2011 1 0.1928 0.2304 2.129 13.7851 0.0729 0.5978 1.268 0.6955 0.2138 0.1944 0.1951 3.8067 0.1636
104 2012 1 0.13 -0.0725 1.6316 13.9081 0.1302 0.5513 1.3032 0.7586 0.2274 0.1664 0.2578 3.8286 0.0083
104 2013 1 0.1939 0.5731 2.4976 14.342 0.0135 0.5397 1.3982 0.6653 0.2589 0.201 0.2079 3.8501 0.1684
104 2014 1 0.2255 0.3553 2.2612 14.6875 0.0084 0.5468 1.4474 0.7463 0.2528 0.2032 0.1879 3.8712 0.0714
104 2015 1 0.1354 0.2142 2.0333 14.987 0.0058 0.5843 1.3489 0.795 0.227 0.1976 0.1594 3.8918 0.0238
104 2016 1 0.0711 0.0296 8.634 15.2414 0.0046 0.6068 1.3575 0.1836 0.1947 0.2004 0.133 3.912 0.0031
105 2011 1 0.0745 0.2312 1.4269 14.4603 0.0127 0.833 1.1026 0.4814 0.0906 0.1956 0.0936 3.2958 0.0165
105 2012 1 0.0767 0.0453 1.2359 14.585 0.0139 0.8375 1.0989 0.5295 0.0892 0.1714 0.0802 3.3322 0.0423
105 2013 1 0.4859 0.8696 1.7913 15.0922 0.0139 0.8311 1.1271 0.7275 0.1099 0.1955 0.0456 3.3673 0.3268
105 2014 1 1.0322 -0.1702 1.2705 15.0206 0.0166 0.8705 1.0955 0.6183 0.0184 0.1234 0.0456 3.4012 0.0959
105 2015 1 0.7964 0.0843 1.8859 15.0328 0.0107 0.8381 1.1417 0.6983 0.0651 0.1957 0.0422 3.434 0.1323
105 2016 1 0.4299 0.0924 1.7872 15.3409 0.0085 0.8182 1.1696 1.2742 0.0767 0.1678 0.0443 3.4657 0.0197
106 2009 1 0.171 0.1901 1.3788 12.5758 0.1224 0.5766 1.5942 0.5512 0.1555 0.2221 0.1236 3.2189 0.0294
106 2010 1 0.5801 -0.0635 1.6351 12.6889 0.091 0.5424 1.6431 0.2795 0.1159 0.2093 0.1092 3.2581 0.05
106 2011 1 0.2864 0.2424 1.2155 12.9719 0.0745 0.5941 1.4966 0.3716 0.1318 0.2127 0.1057 3.2958 0.0788
106 2012 1 0.1444 0.1906 1.0815 13.187 0.0573 0.5914 1.5291 0.4952 0.1304 0.2124 0.1091 3.3322 0.0561
106 2013 1 0.7225 0.9106 1.898 13.8329 0.0635 0.604 1.4636 0.727 0.2113 0.1953 0.0879 3.3673 0.1855
106 2014 1 0.9762 0.3639 1.4927 14.2953 0.0441 0.4886 1.4752 0.2721 0.1413 0.194 0.2843 3.4012 0.052
106 2015 1 0.0145 0.1063 1.3205 14.4129 0.0468 0.4699 1.5337 0.364 0.1233 0.1665 0.2961 3.434 0.0772
106 2016 1 0.1913 0.0823 1.2954 14.6439 0.0408 0.5125 1.4075 3.4271 0.1064 0.2193 0.2924 3.4657 0.0369
107 2009 1 0.1869 -0.1611 1.2932 14.021 0.0066 0.5384 1.5394 0.6331 0.1444 0.1695 0.1535 3.8918 0.1172
107 2010 1 0.2828 0.2037 1.7262 14.2076 0.0051 0.5407 1.3472 0.3986 0.1599 0.141 0.1562 3.912 0.2092
107 2011 1 0.0145 -0.0351 1.3863 14.2273 0.0243 0.5049 1.403 0.4435 0.16 0.1309 0.172 3.9318 0.1507
107 2012 1 0.0218 -0.1935 1.1001 14.2879 0.0564 0.4965 1.4921 0.485 0.1554 0.1148 0.1539 3.9512 0.0889
107 2013 1 0.6297 0.7845 2.0618 14.6904 0.0035 0.4558 1.8326 0.6814 0.2705 0.1332 0.0943 3.9703 0.2347
107 2014 1 0.1034 0.2255 1.5315 14.965 0.0107 0.4922 1.776 0.7405 0.238 0.125 0.0739 3.989 0.1333
107 2015 1 0.0269 0.1263 1.7703 15.1683 0.0051 0.5499 1.634 0.7611 0.2018 0.1296 0.0579 4.0073 0.0687
107 2016 1 0.1206 0.2191 6.2044 15.3473 0.0014 0.5665 1.6242 0.2378 0.2002 0.1291 0.0465 4.0254 0.0071
108 2009 1 0.0692 -0.1033 1.7591 13.2453 0.2956 0.6522 1.2575 0.7707 0.2065 0.0699 0.098 3.8067 0.0553
108 2010 1 0.3396 0.2986 2.2341 13.4228 0.0346 0.5602 1.5536 0.8481 0.2822 0.0975 0.0939 3.8286 0.1928
108 2011 1 0.5343 0.4514 1.737 13.8426 0.0277 0.6122 1.4517 0.7171 0.2093 0.1323 0.0902 3.8501 0.0946
108 2012 1 0.2469 0.3614 1.527 14.1786 0.0381 0.6323 1.4606 0.7868 0.2129 0.1497 0.0659 3.8712 0.1814
108 2013 1 0.0124 0.6181 2.755 14.6127 0.0344 0.6102 1.5767 0.7394 0.2712 0.1667 0.0384 3.8918 0.0981
108 2014 1 0.0274 0.222 2.7565 14.8719 0.0115 0.6253 1.554 0.7907 0.2175 0.1663 0.0337 3.912 0.0613
108 2015 1 0.0819 0.1478 2.5973 15.0976 0.0665 0.6947 1.3197 0.7951 0.1949 0.1037 0.087 3.9318 0.0342
108 2016 1 0.5626 0.0177 7.2557 15.2474 0.0898 0.7204 1.2751 0.5697 0.1445 0.1556 0.0818 3.9512 0.0154
109 2009 1 0.3437 0.1944 2.1551 13.4381 0.0598 0.6179 1.2777 0.6641 0.2355 0.2227 0.2272 3.1355 0.0151
109 2010 1 0.0513 0.1274 2.1977 13.6288 0.0139 0.6673 1.1971 0.6812 0.2081 0.2223 0.2166 3.1781 0.0312
109 2011 1 0.0085 0.1242 1.9793 13.6652 0.0133 0.6762 1.1557 0.6841 0.1993 0.2053 0.2347 3.2189 0.0052
109 2012 1 0.1621 0.0882 1.4123 14.054 0.0139 0.7392 1.1297 0.7342 0.1701 0.215 0.1657 3.2581 0.0098
109 2013 1 0.6236 0.8894 1.7258 14.8158 0.0162 0.7422 1.1988 0.8744 0.2047 0.2069 0.094 3.2958 0.0241
109 2014 1 0.0201 0.3338 1.9485 14.9638 0.0193 0.7457 1.2077 0.8903 0.1716 0.2117 0.0867 3.3322 0.0318
109 2015 1 0.7019 0.1098 1.27 15.2724 0.0071 0.7978 1.1378 0.6959 0.1272 0.1938 0.0741 3.3673 0.0848
109 2016 1 0.0937 0.1494 5.0696 15.6396 0.0026 0.8629 1.071 0.4099 0.1007 0.2194 0.0544 3.4012 0.0138
110 2010 1 0.1155 0.3128 2.3229 13.5092 0.0669 0.1057 4.1466 0.5138 0.3193 0 0.0046 3.5264 0.1646
110 2011 1 0.2383 -0.1223 1.8918 13.5349 0.022 0.0405 9.161 0.449 0.2765 0 0.0041 3.5553 0.0658
110 2012 1 0.26 0.6629 1.344 13.8553 0.0119 0.0586 7.1957 0.5048 0.3535 0 7e-04 3.5835 0.0388
110 2013 1 0.3536 1.26 2.5271 14.2785 0.0145 0.018 30.7789 0.6122 0.4909 0 7e-04 3.6109 0.2557
110 2014 1 0.0285 0.2022 2.3221 14.4994 0.0042 0.0127 43.8116 0.6075 0.4704 0 9e-04 3.6376 0.0728
110 2015 1 0.1071 0.2356 2.1999 14.7628 0.0072 0.0226 23.3594 0.574 0.4466 0 6e-04 3.6636 0.1124
110 2016 1 0.0322 0.3028 5.4144 15.0262 0.0022 0.0184 23.0627 0.5521 0.4491 0 4e-04 3.6889 0.0186
111 2009 1 0.3888 0.4835 1.6004 13.0379 0.152 0.5642 1.6015 0.6924 0.2137 0.1873 0.1261 4.1431 0.1272
111 2010 1 0.1372 0.1805 1.5872 13.2804 0.1001 0.6648 1.3227 0.6862 0.138 0.2123 0.1493 4.1589 0.5144
112 2009 1 0.0653 0.2139 1.5144 14.0851 0.0214 0.5859 1.4917 0.6957 0.1894 0.1569 0.0359 2.9957 0.0323
112 2010 1 0.0663 -0.0147 1.4049 14.376 0.0489 0.6348 1.3873 0.7316 0.1288 0.1428 0.0644 3.0445 0.0628
112 2011 1 0.0366 0.1293 1.4757 14.3271 0.0337 0.6179 1.4725 0.7411 0.1426 0.1423 0.0261 3.091 0.0381
112 2012 1 0.226 0.2534 1.274 14.5857 0.0562 0.6477 1.4422 0.7832 0.1519 0.1438 0.0192 3.1355 0.1218
112 2013 1 0.0344 0.5874 1.2321 14.927 0.0356 0.5905 1.5664 0.7469 0.2268 0.1604 0.0457 3.1781 0.1638
112 2014 1 0.1801 0.1754 1.3519 15.2634 0.0142 0.6776 1.3314 0.7594 0.1254 0.1036 0.0784 3.2189 0.0776
112 2015 1 0.0792 0.065 1.7291 15.2052 0.0597 0.6399 1.3552 0.7717 0.1487 0.121 0.1154 3.2581 0.0734
112 2016 1 0.1754 0.0141 3.46 15.3605 0.0677 0.6535 1.311 0.2511 0.1322 0.1488 0.1309 3.2958 0.0045
113 2009 1 0.0364 0.1613 1.2506 13.2326 0.0146 0.705 0.7913 0.4287 0.0892 0.082 0.1937 3.7136 0.1555
113 2010 1 0.0622 -0.0669 1.1987 13.6106 0.0314 0.7762 0.727 0.484 0.0665 0.003 0.189 3.7377 0.1753
113 2011 1 0.1695 0.3843 1.1383 13.6792 0.0323 0.7839 0.6882 0.5011 0.0489 0.0893 0.1771 3.7612 0.0899
113 2012 1 0.0819 -0.0102 0.943 13.9264 0.1138 0.7946 0.663 0.3666 0.0429 0.1743 0.1717 3.7842 0.0582
113 2013 1 0.3104 0.2426 1.7721 14.1896 0.0523 0.7429 1.3365 0.3282 0.0633 0.0698 0.4338 3.8067 0.2407
113 2014 1 0.0921 0.1624 1.319 14.287 0.0239 0.7477 1.1489 0.3688 0.0505 0.0896 0.4038 3.8286 0.1914
113 2015 1 0.1173 0.1184 1.1454 14.4295 0.0167 0.7696 1.0513 0.3928 0.037 0 0.378 3.8501 0.1923
113 2016 1 0.1185 0.2528 1.8145 14.4425 0.0027 0.7701 1.1888 1.3135 0.0309 0.0284 0.3435 3.8712 0.0717
